connectionpool.py: 2021-07-22 19:03:02,832 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): www.nbrb.by:443
connectionpool.py: 2021-07-22 19:03:28,756 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-07-22 19:03:28,922 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 860
connectionpool.py: 2021-07-22 19:03:28,932 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-07-22 19:03:29,116 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 860
connectionpool.py: 2021-07-22 19:03:29,121 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-07-22 19:03:29,296 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 860
connectionpool.py: 2021-07-22 19:03:29,303 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-07-22 19:03:29,472 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 860
connectionpool.py: 2021-07-22 19:03:29,476 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-07-22 19:03:29,647 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 860
connectionpool.py: 2021-07-22 19:03:29,657 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-07-22 19:03:29,831 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 860
connectionpool.py: 2021-07-22 19:03:29,837 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-07-22 19:03:29,998 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 860
connectionpool.py: 2021-07-22 19:03:30,012 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-07-22 19:03:30,188 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 860
connectionpool.py: 2021-07-22 19:03:30,199 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-07-22 19:03:30,369 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 860
connectionpool.py: 2021-07-22 19:03:30,374 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
